1, 10000, 262, 0, 0
1, 20000, 262, 0, 0
1, 30000, 262, 0, 0
1, 40000, 262, 0, 0
1, 50000, 262, 0, 0
1, 60000, 262, 0, 0
1, 70000, 262, 0, 0
1, 80000, 262, 0, 0
1, 90000, 262, 0, 0
1, 100000, 262, 0, 0
1, 110000, 262, 0, 0
1, 120000, 262, 0, 0
1, 130000, 262, 0, 0
1, 140000, 262, 0, 0
1, 150000, 262, 0, 0
1, 160000, 262, 0, 0
1, 170000, 262, 0, 0
1, 180000, 262, 0, 0
1, 190000, 262, 0, 0
1, 200000, 262, 0, 0
1, 210000, 262, 0, 0
1, 220000, 262, 0, 0
1, 230000, 262, 0, 0
1, 240000, 262, 0, 0
1, 250000, 262, 0, 0
1, 260000, 262, 0, 0
1, 270000, 262, 0, 0
1, 280000, 262, 0, 0
1, 290000, 262, 0, 0
1, 300000, 262, 0, 0
1, 310000, 262, 0, 0
1, 320000, 262, 0, 0
1, 330000, 262, 0, 0
1, 340000, 262, 0, 0
1, 350000, 262, 0, 0
1, 360000, 262, 0, 0
1, 370000, 262, 0, 0
1, 380000, 262, 0, 0
1, 390000, 262, 0, 0
1, 400000, 262, 0, 0
1, 410000, 262, 0, 0
1, 420000, 262, 0, 0
1, 430000, 262, 0, 0
1, 440000, 262, 0, 0
1, 450000, 262, 0, 0
1, 460000, 262, 0, 0
1, 470000, 262, 0, 0
1, 480000, 262, 0, 0
1, 490000, 262, 0, 0
1, 500000, 262, 0, 0
1, 510000, 262, 0, 0
1, 520000, 262, 0, 0
1, 530000, 262, 0, 0
1, 540000, 262, 0, 0
1, 550000, 262, 0, 0
1, 560000, 262, 0, 0
1, 570000, 262, 0, 0
1, 580000, 262, 0, 0
1, 590000, 262, 0, 0
1, 600000, 262, 0, 0
1, 610000, -262, 0, 0
1, 620000, -262, 0, 0
1, 630000, -262, 0, 0
1, 640000, -262, 0, 0
1, 650000, -262, 0, 0
1, 660000, -262, 0, 0
1, 670000, -262, 0, 0
1, 680000, -262, 0, 0
1, 690000, -262, 0, 0
1, 700000, -262, 0, 0
1, 710000, -262, 0, 0
1, 720000, -262, 0, 0
1, 730000, -262, 0, 0
1, 740000, -262, 0, 0
1, 750000, -262, 0, 0
1, 760000, -262, 0, 0
1, 770000, -262, 0, 0
1, 780000, -262, 0, 0
1, 790000, -262, 0, 0
1, 800000, -262, 0, 0
1, 810000, -262, 0, 0
1, 820000, -262, 0, 0
1, 830000, -262, 0, 0
1, 840000, -262, 0, 0
1, 850000, -262, 0, 0
1, 860000, -262, 0, 0
1, 870000, -262, 0, 0
1, 880000, -262, 0, 0
1, 890000, -262, 0, 0
1, 900000, -262, 0, 0
1, 910000, -262, 0, 0
1, 920000, -262, 0, 0
1, 930000, -262, 0, 0
1, 940000, -262, 0, 0
1, 950000, -262, 0, 0
1, 960000, -262, 0, 0
1, 970000, -262, 0, 0
1, 980000, -262, 0, 0
